id,text,skills,categories,source,anchor_skill,anchor_category
sample-00768,"This DevOps Engineer position focuses on building high-impact data products. The role needs hands-on knowledge of github actions, express, and mongo. Required skills include mongo and agile. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes data engineer and Azure.",Agile|Azure|Data Engineering|Express.js|GitHub Actions|MongoDB,Cloud/DevOps|Data/AI|Database|Framework/Library|Process,synthetic,GitHub Actions,Cloud/DevOps
sample-00910,"Our team needs a Database Engineer to scale critical business workflows. Strong experience with redis and flask is expected. Required skills include flask and Jenkins. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with communicate.",Communication|Flask|Jenkins|Redis,Cloud/DevOps|Database|Framework/Library|Soft Skill,synthetic,Redis,Database
sample-01156,"Our team needs a AI Engineer to scale critical business workflows. Strong experience with Spark, Terraform, machine learning, and docker is expected. Strong experience with machine learning, docker, and Go is expected. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes rest api and unix.",Docker|Go|Linux|Machine Learning|REST APIs|Spark|Terraform,Architecture|Cloud/DevOps|Data/AI|Programming Language|Tooling,synthetic,Spark,Data/AI
sample-00128,"This Backend Engineer position focuses on building high-impact data products. Strong experience with C#, Scrum, and ansible is expected. The role needs hands-on knowledge of ansible and graphql. You will translate business requirements into deployable technical solutions. Preferred experience includes BigQuery.",Ansible|BigQuery|C#|GraphQL|Scrum,Architecture|Cloud/DevOps|Database|Process|Programming Language,synthetic,C#,Programming Language
sample-01606,"This Cloud Engineer position focuses on building high-impact data products. The role needs hands-on knowledge of agile, jenkins, gitlab ci/cd, and docker. You must have experience with gitlab ci/cd, docker, and Cypress. You will work on automation, monitoring, and measurable business outcomes. Nice to have: tableau.",Agile|Cypress|Docker|GitLab CI/CD|Jenkins|Tableau,Cloud/DevOps|Data/AI|Process|Testing/Quality,synthetic,Agile,Process
sample-01405,"We are hiring a Backend Engineer to build reliable production systems. Strong experience with TDD, go, and problem solving is expected. The role needs hands-on knowledge of problem solving and Rust. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes .NET.",.NET|Go|Problem Solving|Rust|TDD,Framework/Library|Programming Language|Soft Skill|Testing/Quality,synthetic,TDD,Testing/Quality
sample-00377,"The Full Stack Engineer will help modernize our platform and delivery process. You must have experience with Express.js, prioritization, integration tests, and Computer Vision. Strong experience with integration tests, Computer Vision, and node is expected. You will work on automation, monitoring, and measurable business outcomes. Nice to have: Bash.",Bash|Computer Vision|Express.js|Integration Testing|Node.js|Time Management,Data/AI|Framework/Library|Soft Skill|Testing/Quality|Tooling,synthetic,Express.js,Framework/Library
sample-00036,"This Platform Engineer position focuses on building high-impact data products. Required skills include Java, powerbi, Docker, and scala. The role needs hands-on knowledge of Docker, scala, and gitlab ci/cd. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes express and neural networks.",Deep Learning|Docker|Express.js|GitLab CI/CD|Java|Power BI|Scala,Cloud/DevOps|Data/AI|Framework/Library|Programming Language,synthetic,Java,Programming Language
sample-01153,"The Machine Learning Engineer will help modernize our platform and delivery process. Strong experience with Spark, Hadoop, and PostgreSQL is expected. The role needs hands-on knowledge of PostgreSQL and MongoDB. You will work on automation, monitoring, and measurable business outcomes. Bonus points if you have worked with junit and elastic search.",Elasticsearch|Hadoop|JUnit|MongoDB|PostgreSQL|Spark,Data/AI|Database|Testing/Quality,synthetic,Spark,Data/AI
sample-01495,"Our team needs a QA Engineer to scale critical business workflows. Strong experience with junit, rest api, and Selenium is expected. Required skills include Selenium and problem solving. You will translate business requirements into deployable technical solutions. Nice to have: pytorch.",JUnit|Problem Solving|PyTorch|REST APIs|Selenium,Architecture|Framework/Library|Soft Skill|Testing/Quality,synthetic,JUnit,Testing/Quality
sample-00292,"Our team needs a ML Engineer to scale critical business workflows. Strong experience with angular, stakeholders, micro services, and node is expected. The role needs hands-on knowledge of micro services, node, and Mentoring. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with ETL.",Angular|ETL|Mentoring|Microservices|Node.js|Stakeholder Management,Architecture|Data/AI|Framework/Library|Soft Skill,synthetic,Angular,Framework/Library
sample-01354,"This Quality Engineer position focuses on building high-impact data products. The role needs hands-on knowledge of unit tests, ETL, MySQL, and javascript. Strong experience with MySQL, javascript, and github actions is expected. You will translate business requirements into deployable technical solutions. Nice to have: system design and Redis.",ETL|GitHub Actions|JavaScript|MySQL|Redis|System Design|Unit Testing,Architecture|Cloud/DevOps|Data/AI|Database|Programming Language|Testing/Quality,synthetic,Unit Testing,Testing/Quality
sample-00773,"The Cloud Engineer will help modernize our platform and delivery process. Required skills include gitlab ci and .NET. You must have experience with .NET and Microservices. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes rest apis and gcp.",.NET|GCP|GitLab CI/CD|Microservices|REST APIs,Architecture|Cloud/DevOps|Framework/Library,synthetic,GitLab CI/CD,Cloud/DevOps
sample-01159,"Our team needs a Data Scientist to scale critical business workflows. The role needs hands-on knowledge of Spark, graphql, continuous delivery, and JavaScript. Required skills include continuous delivery, JavaScript, and communicate. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: torch and spring boot.",CI/CD|Communication|GraphQL|JavaScript|PyTorch|Spark|Spring Boot,Architecture|Cloud/DevOps|Data/AI|Framework/Library|Programming Language|Soft Skill,synthetic,Spark,Data/AI
sample-00820,"The AI Engineer will help modernize our platform and delivery process. The role needs hands-on knowledge of postgresql, Hadoop, nlp, and elt. The role needs hands-on knowledge of nlp, elt, and agile. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes test driven development and Unit Testing.",Agile|ETL|Hadoop|NLP|PostgreSQL|TDD|Unit Testing,Data/AI|Database|Process|Testing/Quality,synthetic,PostgreSQL,Database
sample-00501,Our team needs a Full Stack Engineer to scale critical business workflows. You must have experience with .net and csharp. Strong experience with csharp and micro services is expected. You will translate business requirements into deployable technical solutions. Nice to have: communicate.,.NET|C#|Communication|Microservices,Architecture|Framework/Library|Programming Language|Soft Skill,synthetic,.NET,Framework/Library
sample-00365,"The Full Stack Engineer will help modernize our platform and delivery process. Strong experience with Express.js, elasticsearch, and tf is expected. The role needs hands-on knowledge of tf and pytorch. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with Mentoring.",Elasticsearch|Express.js|Mentoring|PyTorch|TensorFlow,Database|Framework/Library|Soft Skill,synthetic,Express.js,Framework/Library
sample-01065,"The AI Engineer will help modernize our platform and delivery process. Required skills include Computer Vision and Scala. Required skills include Scala and pytorch. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: redis.",Computer Vision|PyTorch|Redis|Scala,Data/AI|Database|Framework/Library|Programming Language,synthetic,Computer Vision,Data/AI
sample-00060,"This Software Engineer position focuses on building high-impact data products. Strong experience with js, vue, and golang is expected. You must have experience with golang and BigQuery. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: cypress.",BigQuery|Cypress|Go|JavaScript|Vue.js,Database|Framework/Library|Programming Language|Testing/Quality,synthetic,JavaScript,Programming Language
sample-00073,"This Software Engineer position focuses on building high-impact data products. You must have experience with TypeScript, Computer Vision, Data Analysis, and Python. The role needs hands-on knowledge of Data Analysis, Python, and azure. You will work on automation, monitoring, and measurable business outcomes. Bonus points if you have worked with .net and unit testing.",.NET|Azure|Computer Vision|Data Analysis|Python|TypeScript|Unit Testing,Cloud/DevOps|Data/AI|Framework/Library|Programming Language|Testing/Quality,synthetic,TypeScript,Programming Language
sample-01743,"Our team needs a Engineering Manager to scale critical business workflows. Required skills include Stakeholder Management, angular, and scala. Required skills include scala and microservices. You will translate business requirements into deployable technical solutions. Nice to have: BigQuery and etl.",Angular|BigQuery|ETL|Microservices|Scala|Stakeholder Management,Architecture|Data/AI|Database|Framework/Library|Programming Language|Soft Skill,synthetic,Stakeholder Management,Soft Skill
sample-01390,Our team needs a QA Engineer to scale critical business workflows. You must have experience with Integration Testing and github actions. You must have experience with github actions and python. You will translate business requirements into deployable technical solutions. Nice to have: vue and Azure.,Azure|GitHub Actions|Integration Testing|Python|Vue.js,Cloud/DevOps|Framework/Library|Programming Language|Testing/Quality,synthetic,Integration Testing,Testing/Quality
sample-00539,"The Full Stack Engineer will help modernize our platform and delivery process. Required skills include pytorch and Unit Testing. The role needs hands-on knowledge of Unit Testing and Hadoop. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes ts and gitlab ci/cd.",GitLab CI/CD|Hadoop|PyTorch|TypeScript|Unit Testing,Cloud/DevOps|Data/AI|Framework/Library|Programming Language|Testing/Quality,synthetic,PyTorch,Framework/Library
sample-00127,"This Backend Engineer position focuses on building high-impact data products. You must have experience with c#, test driven development, Rust, and GitLab CI/CD. The role needs hands-on knowledge of Rust, GitLab CI/CD, and golang. You will work on automation, monitoring, and measurable business outcomes. Nice to have: distributed systems.",C#|GitLab CI/CD|Go|Rust|System Design|TDD,Architecture|Cloud/DevOps|Programming Language|Testing/Quality,synthetic,C#,Programming Language
sample-01231,This AI Engineer position focuses on building high-impact data products. You must have experience with power bi and typescript. Required skills include typescript and .NET. You will translate business requirements into deployable technical solutions. Preferred experience includes stakeholder management and Unit Testing.,.NET|Power BI|Stakeholder Management|TypeScript|Unit Testing,Data/AI|Framework/Library|Programming Language|Soft Skill|Testing/Quality,synthetic,Power BI,Data/AI
sample-01181,"We are hiring a AI Engineer to build reliable production systems. You must have experience with Hadoop, PyTest, and bigquery. You must have experience with bigquery and TensorFlow. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with .net and etl.",.NET|BigQuery|ETL|Hadoop|PyTest|TensorFlow,Data/AI|Database|Framework/Library|Testing/Quality,synthetic,Hadoop,Data/AI
sample-00393,"This Software Development Engineer in Test position focuses on building high-impact data products. You must have experience with django, selenium, and BigQuery. Required skills include BigQuery and Integration Testing. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with ansible and mentor.",Ansible|BigQuery|Django|Integration Testing|Mentoring|Selenium,Cloud/DevOps|Database|Framework/Library|Soft Skill|Testing/Quality,synthetic,Django,Framework/Library
sample-00840,"We are hiring a Data Engineer to build reliable production systems. Required skills include postgres and neural networks. You must have experience with neural networks and prioritization. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: c# and scrum.",C#|Deep Learning|PostgreSQL|Scrum|Time Management,Data/AI|Database|Process|Programming Language|Soft Skill,synthetic,PostgreSQL,Database
sample-01000,"This Machine Learning Engineer position focuses on building high-impact data products. Required skills include ml, Computer Vision, and Tableau. You must have experience with Tableau and tensorflow. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with torch.",Computer Vision|Machine Learning|PyTorch|Tableau|TensorFlow,Data/AI|Framework/Library,synthetic,Machine Learning,Data/AI
sample-00281,"We are hiring a Full Stack Engineer to build reliable production systems. The role needs hands-on knowledge of react, java, jenkins, and angular. Required skills include jenkins, angular, and .net. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: javascript and communicate.",.NET|Angular|Communication|Java|JavaScript|Jenkins|React,Cloud/DevOps|Framework/Library|Programming Language|Soft Skill,synthetic,React,Framework/Library
sample-01324,"The Software Engineer will help modernize our platform and delivery process. Required skills include system design, R, golang, and Scala. Required skills include golang, Scala, and Mentoring. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes github actions.",GitHub Actions|Go|Mentoring|R|Scala|System Design,Architecture|Cloud/DevOps|Programming Language|Soft Skill,synthetic,System Design,Architecture
sample-01792,"We are hiring a Analytics Engineer to build reliable production systems. Strong experience with Mentoring, postgres, FastAPI, and mysql is expected. Strong experience with FastAPI, mysql, and gcp is expected. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: JUnit.",FastAPI|GCP|JUnit|Mentoring|MySQL|PostgreSQL,Cloud/DevOps|Database|Framework/Library|Soft Skill|Testing/Quality,synthetic,Mentoring,Soft Skill
sample-00444,"This ML Engineer position focuses on building high-impact data products. Strong experience with fast api, Unit Testing, and Rust is expected. Strong experience with Rust and powerbi is expected. You will work on automation, monitoring, and measurable business outcomes. Bonus points if you have worked with cpp.",C++|FastAPI|Power BI|Rust|Unit Testing,Data/AI|Framework/Library|Programming Language|Testing/Quality,synthetic,FastAPI,Framework/Library
sample-00639,"This Software Engineer position focuses on building high-impact data products. Strong experience with docker, java, snowflake, and C++ is expected. Required skills include snowflake, C++, and Integration Testing. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with rust and Hadoop.",C++|Docker|Hadoop|Integration Testing|Java|Rust|Snowflake,Cloud/DevOps|Data/AI|Database|Programming Language|Testing/Quality,synthetic,Docker,Cloud/DevOps
sample-01595,"This Cloud Engineer position focuses on building high-impact data products. The role needs hands-on knowledge of Agile, vue.js, and amazon web services. The role needs hands-on knowledge of amazon web services and azure. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: Microservices.",AWS|Agile|Azure|Microservices|Vue.js,Architecture|Cloud/DevOps|Framework/Library|Process,synthetic,Agile,Process
sample-01241,"The AI Engineer will help modernize our platform and delivery process. You must have experience with powerbi, fast api, mysql, and Problem Solving. You must have experience with mysql, Problem Solving, and cypress. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes typescript.",Cypress|FastAPI|MySQL|Power BI|Problem Solving|TypeScript,Data/AI|Database|Framework/Library|Programming Language|Soft Skill|Testing/Quality,synthetic,Power BI,Data/AI
sample-01104,"Our team needs a Machine Learning Engineer to scale critical business workflows. Required skills include data analytics and cypress. Required skills include cypress and cross-functional. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes Go.",Collaboration|Cypress|Data Analysis|Go,Data/AI|Programming Language|Soft Skill|Testing/Quality,synthetic,Data Analysis,Data/AI
sample-01498,"The QA Engineer will help modernize our platform and delivery process. The role needs hands-on knowledge of junit and AWS. Strong experience with AWS and NLP is expected. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with integration testing.",AWS|Integration Testing|JUnit|NLP,Cloud/DevOps|Data/AI|Testing/Quality,synthetic,JUnit,Testing/Quality
sample-01021,"Our team needs a AI Engineer to scale critical business workflows. The role needs hands-on knowledge of neural networks and cross-functional. The role needs hands-on knowledge of cross-functional and gitlab. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: cypress and communicate.",Collaboration|Communication|Cypress|Deep Learning|Git,Data/AI|Soft Skill|Testing/Quality|Tooling,synthetic,Deep Learning,Data/AI
sample-01024,Our team needs a Full Stack Engineer to scale critical business workflows. You must have experience with neural networks and React. Required skills include React and node.js. You will translate business requirements into deployable technical solutions. Preferred experience includes .NET and GraphQL.,.NET|Deep Learning|GraphQL|Node.js|React,Architecture|Data/AI|Framework/Library,synthetic,Deep Learning,Data/AI
sample-00014,"The Software Engineer will help modernize our platform and delivery process. Strong experience with Python, Scala, and Integration Testing is expected. You must have experience with Integration Testing and Collaboration. You will translate business requirements into deployable technical solutions. Nice to have: node.",Collaboration|Integration Testing|Node.js|Python|Scala,Framework/Library|Programming Language|Soft Skill|Testing/Quality,synthetic,Python,Programming Language
sample-00878,"Our team needs a Full Stack Engineer to scale critical business workflows. The role needs hands-on knowledge of MongoDB, django, angular, and system design. The role needs hands-on knowledge of angular, system design, and docker. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: c# and Rust.",Angular|C#|Django|Docker|MongoDB|Rust|System Design,Architecture|Cloud/DevOps|Database|Framework/Library|Programming Language,synthetic,MongoDB,Database
sample-01418,"We are hiring a AI Engineer to build reliable production systems. Strong experience with Selenium and Hadoop is expected. You must have experience with Hadoop and power bi. You will work on automation, monitoring, and measurable business outcomes. Nice to have: AWS.",AWS|Hadoop|Power BI|Selenium,Cloud/DevOps|Data/AI|Testing/Quality,synthetic,Selenium,Testing/Quality
sample-00435,"The Backend Engineer will help modernize our platform and delivery process. You must have experience with fastapi, go language, and NLP. Required skills include NLP and java. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes express and selenium.",Express.js|FastAPI|Go|Java|NLP|Selenium,Data/AI|Framework/Library|Programming Language|Testing/Quality,synthetic,FastAPI,Framework/Library
sample-00836,"The Database Engineer will help modernize our platform and delivery process. Strong experience with PostgreSQL, microsoft azure, and express.js is expected. Required skills include express.js and elasticsearch. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes Rust.",Azure|Elasticsearch|Express.js|PostgreSQL|Rust,Cloud/DevOps|Database|Framework/Library|Programming Language,synthetic,PostgreSQL,Database
sample-00259,"The Platform Engineer will help modernize our platform and delivery process. The role needs hands-on knowledge of Scala, ci/cd, bigquery, and mentor. Required skills include bigquery, mentor, and Data Analysis. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes Microservices and FastAPI.",BigQuery|CI/CD|Data Analysis|FastAPI|Mentoring|Microservices|Scala,Architecture|Cloud/DevOps|Data/AI|Database|Framework/Library|Programming Language|Soft Skill,synthetic,Scala,Programming Language
sample-01679,"Our team needs a Engineering Manager to scale critical business workflows. Required skills include leadership, communicate, NLP, and scala. You must have experience with NLP, scala, and Kubernetes. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with Power BI.",Communication|Kubernetes|Leadership|NLP|Power BI|Scala,Cloud/DevOps|Data/AI|Programming Language|Soft Skill,synthetic,Leadership,Soft Skill
sample-00682,"Our team needs a Cloud Engineer to scale critical business workflows. The role needs hands-on knowledge of terraform and django. You must have experience with django and troubleshooting. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with JavaScript and Tableau.",Django|JavaScript|Problem Solving|Tableau|Terraform,Cloud/DevOps|Data/AI|Framework/Library|Programming Language|Soft Skill,synthetic,Terraform,Cloud/DevOps
sample-01190,"Our team needs a Data Scientist to scale critical business workflows. The role needs hands-on knowledge of Hadoop, Rust, Terraform, and Unit Testing. You must have experience with Terraform, Unit Testing, and system design. You will translate business requirements into deployable technical solutions. Nice to have: Integration Testing.",Hadoop|Integration Testing|Rust|System Design|Terraform|Unit Testing,Architecture|Cloud/DevOps|Data/AI|Programming Language|Testing/Quality,synthetic,Hadoop,Data/AI
sample-01536,"This Backend Engineer position focuses on building high-impact data products. The role needs hands-on knowledge of gitlab, JavaScript, problem solving, and Tableau. You must have experience with problem solving, Tableau, and Go. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes vue.js.",Git|Go|JavaScript|Problem Solving|Tableau|Vue.js,Data/AI|Framework/Library|Programming Language|Soft Skill|Tooling,synthetic,Git,Tooling
sample-00664,"The Infrastructure Engineer will help modernize our platform and delivery process. The role needs hands-on knowledge of k8s, R, Ansible, and prioritization. The role needs hands-on knowledge of Ansible, prioritization, and bash. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with unit tests.",Ansible|Bash|Kubernetes|R|Time Management|Unit Testing,Cloud/DevOps|Programming Language|Soft Skill|Testing/Quality|Tooling,synthetic,Kubernetes,Cloud/DevOps
sample-00758,The Cloud Engineer will help modernize our platform and delivery process. The role needs hands-on knowledge of GitHub Actions and Hadoop. The role needs hands-on knowledge of Hadoop and Express.js. You will translate business requirements into deployable technical solutions. Nice to have: React.,Express.js|GitHub Actions|Hadoop|React,Cloud/DevOps|Data/AI|Framework/Library,synthetic,GitHub Actions,Cloud/DevOps
sample-00760,"Our team needs a Infrastructure Engineer to scale critical business workflows. You must have experience with github actions, sql, and Unit Testing. You must have experience with Unit Testing and snowflake. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: jenkins and React.",GitHub Actions|Jenkins|React|SQL|Snowflake|Unit Testing,Cloud/DevOps|Database|Framework/Library|Programming Language|Testing/Quality,synthetic,GitHub Actions,Cloud/DevOps
sample-00526,"We are hiring a Application Engineer to build reliable production systems. Strong experience with tensorflow, bigquery, Rust, and leadership is expected. The role needs hands-on knowledge of Rust, leadership, and GCP. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes graphql.",BigQuery|GCP|GraphQL|Leadership|Rust|TensorFlow,Architecture|Cloud/DevOps|Database|Framework/Library|Programming Language|Soft Skill,synthetic,TensorFlow,Framework/Library
sample-01674,"We are hiring a Cloud Engineer to build reliable production systems. Strong experience with leadership, postgres, Scala, and Kubernetes is expected. The role needs hands-on knowledge of Scala, Kubernetes, and ansible. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes Spark.",Ansible|Kubernetes|Leadership|PostgreSQL|Scala|Spark,Cloud/DevOps|Data/AI|Database|Programming Language|Soft Skill,synthetic,Leadership,Soft Skill
sample-01516,"We are hiring a Developer Tools Engineer to build reliable production systems. Required skills include github, graphql, MySQL, and prioritization. Required skills include MySQL, prioritization, and golang. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes express and GCP.",Express.js|GCP|Git|Go|GraphQL|MySQL|Time Management,Architecture|Cloud/DevOps|Database|Framework/Library|Programming Language|Soft Skill|Tooling,synthetic,Git,Tooling
sample-00509,"The Machine Learning Engineer will help modernize our platform and delivery process. Required skills include tensorflow, etl, and powerbi. Strong experience with powerbi and hadoop is expected. You will translate business requirements into deployable technical solutions. Nice to have: PyTorch.",ETL|Hadoop|Power BI|PyTorch|TensorFlow,Data/AI|Framework/Library,synthetic,TensorFlow,Framework/Library
sample-01704,We are hiring a Engineering Manager to build reliable production systems. Strong experience with problem solving and Machine Learning is expected. Strong experience with Machine Learning and github actions is expected. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with tdd.,GitHub Actions|Machine Learning|Problem Solving|TDD,Cloud/DevOps|Data/AI|Soft Skill|Testing/Quality,synthetic,Problem Solving,Soft Skill
sample-01484,"The Quality Engineer will help modernize our platform and delivery process. Strong experience with PyTest, elastic search, and r is expected. The role needs hands-on knowledge of r and deep learning. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with flask.",Deep Learning|Elasticsearch|Flask|PyTest|R,Data/AI|Database|Framework/Library|Programming Language|Testing/Quality,synthetic,PyTest,Testing/Quality
sample-01142,"Our team needs a Full Stack Engineer to scale critical business workflows. You must have experience with ETL, express, Bash, and .NET. Required skills include Bash, .NET, and google cloud platform. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with REST APIs and c++.",.NET|Bash|C++|ETL|Express.js|GCP|REST APIs,Architecture|Cloud/DevOps|Data/AI|Framework/Library|Programming Language|Tooling,synthetic,ETL,Data/AI
sample-00859,"The Analytics Engineer will help modernize our platform and delivery process. Required skills include MySQL, rest apis, and java. Strong experience with java and snowflake is expected. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes data engineer and GraphQL.",Data Engineering|GraphQL|Java|MySQL|REST APIs|Snowflake,Architecture|Data/AI|Database|Programming Language,synthetic,MySQL,Database
sample-00581,"This DevOps Engineer position focuses on building high-impact data products. You must have experience with microsoft azure, BigQuery, and java. Required skills include java and data engineering. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes elastic search.",Azure|BigQuery|Data Engineering|Elasticsearch|Java,Cloud/DevOps|Data/AI|Database|Programming Language,synthetic,Azure,Cloud/DevOps
sample-00607,"The DevOps Engineer will help modernize our platform and delivery process. The role needs hands-on knowledge of GCP, tableau, System Design, and Docker. The role needs hands-on knowledge of System Design, Docker, and prioritization. You will translate business requirements into deployable technical solutions. Nice to have: etl.",Docker|ETL|GCP|System Design|Tableau|Time Management,Architecture|Cloud/DevOps|Data/AI|Soft Skill,synthetic,GCP,Cloud/DevOps
sample-00791,"This Infrastructure Engineer position focuses on building high-impact data products. Required skills include gitlab ci and Scala. You must have experience with Scala and Computer Vision. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with Cypress and vue.js.",Computer Vision|Cypress|GitLab CI/CD|Scala|Vue.js,Cloud/DevOps|Data/AI|Framework/Library|Programming Language|Testing/Quality,synthetic,GitLab CI/CD,Cloud/DevOps
sample-00747,"The Cloud Engineer will help modernize our platform and delivery process. The role needs hands-on knowledge of github actions, flask, and selenium. You must have experience with selenium and MongoDB. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with javascript and docker.",Docker|Flask|GitHub Actions|JavaScript|MongoDB|Selenium,Cloud/DevOps|Database|Framework/Library|Programming Language|Testing/Quality,synthetic,GitHub Actions,Cloud/DevOps
sample-00055,"Our team needs a Machine Learning Engineer to scale critical business workflows. The role needs hands-on knowledge of javascript, computer vision, and powerbi. You must have experience with powerbi and React. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes data analytics and Stakeholder Management.",Computer Vision|Data Analysis|JavaScript|Power BI|React|Stakeholder Management,Data/AI|Framework/Library|Programming Language|Soft Skill,synthetic,JavaScript,Programming Language
sample-01295,The Backend Architect will help modernize our platform and delivery process. Required skills include GraphQL and elt. The role needs hands-on knowledge of elt and Jenkins. You will translate business requirements into deployable technical solutions. Preferred experience includes postgresql and Python.,ETL|GraphQL|Jenkins|PostgreSQL|Python,Architecture|Cloud/DevOps|Data/AI|Database|Programming Language,synthetic,GraphQL,Architecture
sample-01344,"Our team needs a Solutions Architect to scale critical business workflows. The role needs hands-on knowledge of System Design, sql, and nlp. You must have experience with nlp and leadership. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with selenium.",Leadership|NLP|SQL|Selenium|System Design,Architecture|Data/AI|Programming Language|Soft Skill|Testing/Quality,synthetic,System Design,Architecture
sample-01672,"Our team needs a Engineering Manager to scale critical business workflows. Required skills include lead teams and troubleshooting. The role needs hands-on knowledge of troubleshooting and System Design. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with pytorch and communicate.",Communication|Leadership|Problem Solving|PyTorch|System Design,Architecture|Framework/Library|Soft Skill,synthetic,Leadership,Soft Skill
sample-01330,"We are hiring a Backend Architect to build reliable production systems. Strong experience with distributed systems, PyTorch, elasticsearch, and aws is expected. You must have experience with elasticsearch, aws, and csharp. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes azure.",AWS|Azure|C#|Elasticsearch|PyTorch|System Design,Architecture|Cloud/DevOps|Database|Framework/Library|Programming Language,synthetic,System Design,Architecture
sample-01109,"Our team needs a Data Scientist to scale critical business workflows. Strong experience with data engineering, Kubernetes, and .net is expected. You must have experience with .net and computer vision. You will work on automation, monitoring, and measurable business outcomes. Nice to have: java.",.NET|Computer Vision|Data Engineering|Java|Kubernetes,Cloud/DevOps|Data/AI|Framework/Library|Programming Language,synthetic,Data Engineering,Data/AI
sample-00307,"Our team needs a Application Engineer to scale critical business workflows. The role needs hands-on knowledge of Angular, unit tests, and springboot. You must have experience with springboot and prioritization. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes PyTorch.",Angular|PyTorch|Spring Boot|Time Management|Unit Testing,Framework/Library|Soft Skill|Testing/Quality,synthetic,Angular,Framework/Library
sample-00346,"We are hiring a Application Engineer to build reliable production systems. Required skills include Node.js and angular. Required skills include angular and communication. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with Express.js and Selenium.",Angular|Communication|Express.js|Node.js|Selenium,Framework/Library|Soft Skill|Testing/Quality,synthetic,Node.js,Framework/Library
sample-00316,"Our team needs a ML Engineer to scale critical business workflows. You must have experience with vue.js and gitlab ci/cd. Required skills include gitlab ci/cd and Collaboration. You will work on automation, monitoring, and measurable business outcomes. Nice to have: Redis.",Collaboration|GitLab CI/CD|Redis|Vue.js,Cloud/DevOps|Database|Framework/Library|Soft Skill,synthetic,Vue.js,Framework/Library
sample-00212,"Our team needs a Platform Engineer to scale critical business workflows. You must have experience with SQL and go. You must have experience with go and scala. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes gitlab and Kubernetes.",Git|Go|Kubernetes|SQL|Scala,Cloud/DevOps|Programming Language|Tooling,synthetic,SQL,Programming Language
sample-00830,"Our team needs a Analytics Engineer to scale critical business workflows. Strong experience with postgres and cross-functional is expected. Required skills include cross-functional and mongodb. You will work on automation, monitoring, and measurable business outcomes. Nice to have: ansible and azure.",Ansible|Azure|Collaboration|MongoDB|PostgreSQL,Cloud/DevOps|Database|Soft Skill,synthetic,PostgreSQL,Database
